video_id,title,publishedAt,channelId,channelTitle,categoryId,trending_date,tags,view_count,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,description
"k5T2zGweqdU","Худшие и бесполезные вещи в играх","2022-11-17T12:00:02Z","UCOxQWb-OuyCSZadzWqrKTCQ","БУЛДЖАТь","24","22.17.11","булджать|худшие вещи в играх|бесполезные вещи в майнкрафте|бесполезные вещи в играх|бесполезные вещи|худшие игры|худшие и бесполезные игры|булджать худшие|булджать спидраны|лучшие игры|худшие игры 2022|худшие итемы|худшие предметы|худшее оружие в играх|худшие улучшения|худшие павер апы|оружие в играх|булджать ммо|булджать майнкрафт|игры для слабых пк|бесполезные предметы в майнкрафте|самые худшие игры|булджать реакция|2б2т|майнкрафт круг|в кругу","469036","0","0","3896","https://i.ytimg.com/vi/k5T2zGweqdU/default.jpg","False","True","https://bit.ly/3DBNm31 — сделай предзаказ Atomic Heart!Группа ВК: https://vk.com/buldzhatВеличайший Дискорд: https://discord.gg/yzdEU2qfjnТг: https://t.me/buldjЛегко вспомнить вещь, которая сломала игру или сделала процесс лучше и веселее. Попробуйте-ка вспомнить вещи бесполезные, не думаю, что у вас быстро получится назвать хотя бы три подобных штуки. Конечно, ими же никто никогда не пользовался! Мне показалось забавным после видео о самых поломанных/полезных вещах, сделать такое же видео только о бессмысленных. Если это видео затронет ваши потертые воспоминания о том недоумении, злобе и расстройстве, что приносили бессмысленные вещи в играх - смело расписывайте их в комментариях. Ведь так у нас есть шанс найти САМУЮ бесполезную вещь в истории! А пока подписывайтесь на канал, ставьте лайк и наливайте чай. Ведь с вами Булджать и мы начинаем! 00:00 - Бесполезное вступление 00:59 - Atomic Heart 2:11 - V.A.N.S. из Фоллаут 4 6:16 - Power Sneakers из Sonic the Hedgehoge 9:36 - Вещи из L.A. Noire 10:58 - Cветоусилитель из Doom 13:39 - Вестник из Fable 17:56 - Экскалибум из Borderlands19:11 - Экскалибуры из Final FantasyМузыка: любые VGM Mix, Breakcore Mix, JungleBeat Mix"
"zvEiQucZLsM","Новый Чип. Меняем колеса и еще Кое-что...","2022-11-16T13:39:11Z","UCG4yz4wtp2E5S62L06yqC9w","ИЛЬДАР АВТО-ПОДБОР","2","22.17.11","эльдар|авто|подбор|падбор|ильдар|ильдпр|автоподбор|эльдпр|элдар|илдар|vw|vv|wv|ww|golf|golf4|gti|1.8t|awu|turbo|ea|113|skoda|volkswagen|wolkswagen|wolksvagen|vag|wag|рс|rs|гольф|голф|гти|1.8т|турбо|фольксваген|вольксваген|гольф4|4моушн|4motion|motion|проект|ремонт|восстановление|новый|к03|к04|k03|k04|часть|серия|чип|тюнинг|дино|стенд|лошадей|сил|gun|race|ган|рейс|разбираем|снимаем|турбина|подвеска|ходовая|перебираем|переборка|делаем|сайленты|сайлент|сальник|салент|блок|рычаг|тяги|шаровый|стойки","1677458","0","0","9302","https://i.ytimg.com/vi/zvEiQucZLsM/default.jpg","False","True","Как Вы помните, мы решили отказаться от Димы S-VAG, поэтому в этой серии мы находим нового Чип-Тюнера. И нашли, но был маленький нюанс: он живет в другой стране...Также, мы решили, что пора бы уже устранить один нюанс, который всех напрягал, но мы раньше просто закрывали на это глаза ((Если Вы не смотрели предыдущие части, то вот ссылки:Первая часть: https://youtu.be/i7Jiy4Ifw20Вторая часть: https://youtu.be/2egXlru-zpkТретья часть: https://youtu.be/_lRKtvA-e5EЧетвёртая часть: https://youtu.be/xpqhSr1Kg3oПятая часть: https://youtu.be/43CQF3i0qjQШестая часть: https://youtu.be/tc_hSFVd4D0Седьмая часть: https://youtu.be/r8OodN1apJgВосьмая часть: https://youtu.be/tWh4OwU3HJMДевятая часть: https://youtu.be/HTw6eII2KTEДесятая часть: https://youtu.be/JBt2--NuahwИльдар Авто-подбор это официальный канал группы компаний АП. Работаем c 2013 года. По всей России. Чем мы можем Вам помочь:✔ Подбор автомобилей с гарантией. Проверка по 105 пунктам. Экспертиза, оценка авто: https://podbor.org✔ Выучиться на права - Автошкола в Москве: https://school.podbor.org✔ Страхование по всей России ОСАГО/КАСКО: https://ins.podbor.org✔ Автосервис. Ремонт, обслуживание авто в Москве и СПб: https://service.podbor.org✔ Помощь нашего юриста. Консультации, суды, защита: https://lawyer.podbor.org✔ Вкуснейший натуральный Мёд с пасеки моего отца: https://honey.podbor.orgДля тех, кто хочет поддержать наш Благотворительный проект: https://podbor.org/charity/Обращайтесь! Мы всегда Вам рады!"
"l32UgKBmZQ4","ТИПИЧНЫЙ КЛАСС","2022-11-16T21:49:21Z","UCRkQ5F-b2qU2rYE7-GfGkOA","Виталий Оpехов","23","22.17.11","орехов|орешек|батя|подснежник|фитоняшка|анжела|vine|качалка|приколы|терл кэбот|terlkabot|бурмич|школа|класс|тамара|учёба|егэ|огэ|двоечник|ералаш","615582","0","0","2523","https://i.ytimg.com/vi/l32UgKBmZQ4/default.jpg","False","True","🔥Пройдите бесплатный тест от Skillfactory и узнайте какая IT-профессия вам подойдет: https://go.skillfactory.ru/mlNwIQМотокалендарь Орешка уже на Wildberries: https://www.wildberries.ru/catalog/125999424/detail.aspx?targetUrl=GP&size=220732086ПОДПИШИСЬ НА МОЙ BOOSTY: https://boosty.to/batyaorekhovМОЙ ТЕЛЕГРАМ: https://t.me/batyaorekhovchannelПоддержать наши проекты донатом:Сбер 2202202329546661Киви +79193580213или по ссылке https://www.donationalerts.com/r/vitaliy_orekhovМОЙ МЕРЧ: https://www.wildberries.ru/seller/114080МОЙ ВТОРОЙ КАНАЛ НА ЮТУБЕ: https://goo.gl/fynF3s МОЙ ДЗЕН: https://zen.yandex.ru/batyaorekhovМОЙ VK http://vk.com/krepkiy_oreshekГРУППА ВК: https://vk.com/vitaliyorekhovprodМОЙ Rutube: https://rutube.ru/channel/12858205/При участии: TerlKabot: https://www.youtube.com/@TerlKБурмич: https://www.youtube.com/c/ElenaBurmich/featuredСерёжа: https://vk.com/sergeygreku#школа #типичный #класс"
"_3jQRVuuXY4","Как я зарабатываю лазая по мусоркам ? #45 | Путь к 100 тыс.руб","2022-11-17T11:36:17Z","UCVeIZ3mYEkQzjKVowqgeGTA","ШТРЭБУХ","26","22.17.11","помойки|свалка|находки|штрэбух|штребух|мусорки|как я зарабатываю|заработок|нашел айфон|нашел телефон|бесплатно|находки с мусорки|помойки от первого лица|обзор находок из помойки|тик ток|первые деньги|поиск находок|нашел оружие|оружие|нашел пистолет|поиск магнитом|находки на свалке|мусорщик|штрэбух тик ток|заработок на мусорке|одноразки|ашки|hqd","201554","0","0","1834","https://i.ytimg.com/vi/_3jQRVuuXY4/default.jpg","False","True","Ремонт телефонов/планшетов/ноутбуков/компьютеров в Краснодаре Группа ВК - https://vk.com/clubgadgetserviceИнстаграм - (VPN) https://www.instagram.com/gadget_service93/Телега - https://t.me/gadgetservise93--------------------------------------------Группа ВК (сюрприз боксы) https://vk.com/shtrebuhgroupМой телеграм канал https://t.me/ShtrebuhПоддержите меня ПОДПИСКОЙ, нажмите на КОЛОКОЛЬЧИК Этим вы меня МОТИВИРУЕТЕ снимать больше и качественней.Всем привет ! Меня зовут Владислав (ШТРЭБУХ) . Расскажу немного о себе . Родился и вырос я в городе Донецк.У меня было тяжёлое детство, уже с 5 лет я гулял по своему посёлку и искал игрушки на свалках, потому что у меня их не было. В 14 лет остался круглой сиротой и начал уходить из дома . В школе я чувствовал себя лишнем, у меня не было телефона и приставки и со мной не кто не дружил, потому что просто со мной  им не было интересно. Мне больше нравилось гулять одному в посадках и на кладбище, там можно было поесть конфет и поймать ящерицу . Я хотел познать этот мир. И я всегда поступал так как считал нужным и не кого не слушал. Потом потерял и бабушку и дедушку. Поступил в Лицей, ну а после его окончания меня выписали из общежития и остался я без определённого места жительства (БОМЖОМ). Началась война и мне пришлось уехать. Пожив год в Одессе меня пригласил друг в Санкт - Петербург и мне в нём понравилось и я остался. В один вечер мне было грустно не чем было заняться и  меня посетила мысль может вспомнить детство и пройтись по помойкам ? мне стало интересно что можно найти Санкт - Петербурге на помойках. После того как я начал находить телефоны, телевизоры и различную электронику я начал продавать находки на Авито и Юле всё то что имело ценность . Обучился продавать и общаться с людьми . В итоге проанализировал ютуб захотелось поделиться с Вами моими достижениями !!#DumpsterDiving"
"dHOjIjuWfHM","КРЕМ ОТ ЗАГАРА VS ДЛЯ ЗАГАРА","2022-11-16T17:12:46Z","UCSF6ewY9LS8GnbphwvnZpUg","It's Mamix","22","22.17.11","Мамикс|mamix|it's mamix|mamix live|mamix life|эксперимент|челлендж|кока-кола|24 часа|соревнования|состязания|трюки|DIY|experiments|работает ли крем от загара|крем от загара|сгорел на солнце|как защититься от солнца|как сильнее загореть|возможно ли загореть от зеркала|получится ли загореть в воде|что будет если загорать целый день|намазались кремом от загара","936669","0","0","3790","https://i.ytimg.com/vi/dHOjIjuWfHM/default.jpg","False","True","Скорее переходи по ссылке, чтобы определиться с профессией - https://bvbinfo.ru/ *► Мой Телеграм - https://t.me/its_mamixЗАГОРАЕМ, НАМАЗАВ ПОЛОВИНУ КРЕМОМ ПРОТИВ ЗАГАРА!Всеем здарова! В сегодняшнем видеоролике мы будем загорать… ооочень долго загорать - мы проверим, действительно ли работает крем против загара? Как? Просто половина тела будет намазана этим кремом, а вторая  - нет. Кроме того, мы испытаем ещё несколько прикольных штук - нанесем эттм же кремом надпись, проверим, как на загар влияет вода, и самый странный способ - попробуем загореть под зеркалом! Что из этого выйдет? Смотрите в нашем видеоролике! Приятного просмотра;) Смотри наши последние видеоролики: ►КАК ПЕРЕЙТИ ОЗЕРО ПЕШКОМ? https://youtu.be/JRtugzepc3w►ЧТО ДЕЛАЮТ МОИ ЖИВОТНЫЕ, КОГДА МЕНЯ НЕТ ДОМА? https://youtu.be/gNimXZ--6QU►КАК ВЫБРАТЬСЯ ИЗ ГЛУБОЧАЙШЕЙ ЯМЫ? https://youtu.be/IdmBjw7cb0w► Моя страница в Вк - https://vk.com/n1maks*Реклама.Фонд Гуманитарных Проектов. ИНН 7718748821"
"q_fkKHCWN7g","Новые Пацанки. 8 выпуск. Премьера","2022-11-17T09:00:26Z","UCsk9ntn2afzIqInnx2jB8gw","Телеканал ПЯТНИЦА","24","22.17.11","пацанки|пацанки новый сезон|пацанки 7|телеканал пятница|Пацанки|Беременна в 16|пацанки 5|Лера Вакарчук|Юля Михайлова|Рони Вербицкая|Настя Афанасьева|Юля Чикина|Амина Усманилаева|Мишель Гаджиева|Кристина Захарова|Кира Медведева|Лиза Андрюшенко|Виолетта Малышенко|Ангелина Новоселова|Идея Сверчкова|Диана Янголенко|Алиса Куняшова|маша лебедева|крис штрефонд|белла кузнецова|костья купер|алина горб|ронни|ронни вербицкая|перезагрузка|танцы на тнт","1238714","0","0","2513","https://i.ytimg.com/vi/q_fkKHCWN7g/default.jpg","False","True","Новые Пацанки — четверг 19:00 на телеканале ПЯТНИЦА!Вся правда о новых участницах: https://t.me/new_pacanki Совершайте покупки по карте «Мир» и получайте баллы Приветы. Меняйте Приветы на привычный кешбэк! Подробности по ссылке: https://privetmir.ru/hi/?utm_source=friday&utm_medium=cpa&utm_campaign=NSPK_MI_Privety_(OCT-2022-JAN-2023)_RU&utm_term=video_specproject_8Закажи Клензит со скидкой 10% — https://clck.ru/32F6AnПодписывайтесь на телеканал Пятница!:Telegram: https://t.me/fridaytv TikTok: https://www.tiktok.com/@fridaytvВКонтакте: https://vk.com/friday_ruЯндекс.Дзен: https://zen.yandex.ru/fridayСайт: https://www.friday.ruerid=Pb3XmBtztAqWs173j2E9RCLH281eEATS6h5mWnUerid=Pb3XmBtztCE1cHEL6Xayce1guAFr14TuZEcSG5N#пацанки #новыепацанки #пятница"
"1BnTEDLgy0c","11 МИНУТ СМЕХА | ЛУЧШИЕ ПРИКОЛЫ НОЯБРЬ 2022 ПОПРОБУЙ ЗАСМЕЯТЬСЯ ЧЕЛЛЕНДЖ ЗАСМЕЯЛСЯ ПРОИГРАЛ","2022-11-17T08:56:38Z","UCdd2rozVKNHZg9oTeY_X7WQ","Виндяй","23","22.17.11","приколы 2021|лучшие приколы|новые приколы|реакция|академия смеха|лучшие приколы 2021|тест на психику|приколы|смешные видео|русские приколы|ржака до слез|ржака|подборка приколов|угар|приколы тик ток|смех до слез|видео приколы|ржал до слез|юмор|попробуй не засмеяться|засмеялся подписался|секунд смеха|2021|ржачные приколы|засмеялся|смешное видео|tik tok|засмеялся проиграл|свежие приколы|приколы 2021 русские|свежие приколы 2021|hard play реакция","153959","0","0","1174","https://i.ytimg.com/vi/1BnTEDLgy0c/default.jpg","False","True","СЮДА ПОДПИШИСЬ - https://t.me/windy31roomЕсли нашли свое видео - пишите на почту windyreactions31@gmail.comПодпишись, не петушись - http://bit.ly/2dTcaM9Мой вк - https://vk.com/windyaiМоя группа - http://bit.ly/2ep8Ur8Оригинал - https://www.youtube.com/watch?v=gKhiRk30RWYХочешь посмотреть веселые видео или тест на психику не смейся челлендж? Тогда ты пришел по правильному адресу! На этом канале можно найти много блогов и других интересных видео, в том числе, конечно и тест на психику не смейся челлендж. Попробуй не засмеятся на этом видео или продержись дольше меня, тогда с тобой все в порядке, а если нет, то ничего :DВ общем, смотрим тест на психику не смейся челлендж и радуемся жизни, такие дела. Так же не забывай смотреть на другие блоги и видео челленджи на канале и подписываться, чтобы больше найти интересных и веселых видео. ЛУЧШИЕ ПРИКОЛЫ проиграл приколы 2021 приколы тик ток реакция ржака подборка приколов"
"ArdH8KXR6Iw","Мы и есть наши! За нас никто это делать не будет! // БОГЛАЕВ про заводы, белорусов и СВО","2022-11-16T16:15:07Z","UCYs0ZTRQWCtdoOQCF4CylTw","Информационное агентство БелТА","25","22.17.11","боглаев последнее смотреть|боглаев новое интервью|мобилизация|боглаев интервью в белоруссии|боглаев полное видео|боглаев интервью гроерову|русские миллиардеры|про русских олигархов|россия|боглаев белта|чем белорусы помогают|деньги|интервью про экономику|жесткое интервью про русских|директор завода про русских|боглаев жестко видео|про украину новое|пропаганда|пропаганда на украине|что будет после перемирия|дали денег белорусам|мобилизовали с завода|белта ютуб","348998","0","0","2747","https://i.ytimg.com/vi/ArdH8KXR6Iw/default.jpg","False","True","На самом ли деле для нас так важны выборы в США? В чём русским надо ориентироваться на белорусов? Почему в России могут закончиться инженеры и как тут может помочь Беларусь? На вопросы проекта В теме отвечает Владимир Боглаев.СМОТРИТЕ В ЭТОМ ВЫПУСКЕ. КОРОТКО:00:00 Анонс;01:51 Отличается от любого другого объединения в мире! // Про Союзное государство;03:23 Нас потом поставят на разные стороны баррикад! 06:45 Я лучше туда не пойду! В каких спорах не надо участвовать?07:47 Одним выстрелом убивает стаю зайцев! // Выборы в Америке, съезд коммунистов в Китае; 10:08 Суверенная страна может сама себе выстраивать цели и задачи! // Про влияние США на Россию; 10:54 Почему нельзя замалчивать неприятные моменты? // Про русских миллиардеров и новости;13:31 Не что иное, как дань большой страны. А в пользу кого?15:43 Нет, мы его дорого дарим! // Про российский газ;16:39 Возникает вопрос: точно 9 месяцев назад объявили глобальную войну этому либеральному, западному?17:32 Дырки в технологиях! Какие вопросы белорусы помогают решать русским?17:56 Лукашенко понимал, что необходимо принимать те или иные решения! Какое письмо русские эксперты написали на имя президентов Беларуси и России?20:27 Может, Беларусь должна стать определённой лабораторной площадкой новой экономики? // Про капитализм;21:39 Что там осталось вообще от науки, от производства? // Про Прибалтику;22:22 Сложно растить инженера в Москве! Почему в Минске другая ситуация?24:02 России грозит дефицит инженеров?26:07 Вошло в оборот и в текстах, которые официально идут из Кремля! Что такое технологическая независимость?  30:25 Критический импорт: где промышленности брать деньги?33:39 Миллиард белорусам на импортозамещение – суета перед поражением?35:09 Украина появилась не потому, что пришли к власти демократы! // Про США и сериал Слуга народа;36:57 Вы по-другому говорите, по-другому спрашиваете! // Про белорусских журналистов;39:18 Всё, что происходит в мире, так или иначе зависит от того, чем кончится та или иная разборка на территории России!42:46 Человек, который отвечает за определённый участок фронта! // Про руководителей предприятий;45:31 Не будем себя обманывать! // Мирное соглашение по Украине возможно?46:51 Поляки могут показаться просто ласковым соседом на фоне того, что мы получим на новых границах с Украиной!47:17 Это не сценарий России изначально был! // Про СВО и перемирие;48:23 Турция станет сверхдержавой?48:56 Чтобы подготовиться к следующей разборке, более серьёзной, чем сейчас! // Про возможное перемирие;49:28 Я офицер. Моё место здесь! // Про мобилизованных сотрудников.#интервью #украина #россия Только мнения экспертов! У нас в гостях только те, кто на самом деле в теме. Все выпуски проекта В теме ищите здесь: https://www.youtube.com/watch?v=2rXMiEdchSw&list=PL1UeOZO52PeQMmKHM5OcAwa7epGfB1Atx&index=1 За предоставленную локацию для съёмок благодарим Президент-Отель. Больше информации здесь: https://www.president-hotel.byНаш сайт: http://www.belta.by/Подписывайтесь на наши социальные сети: БЕЛТА в Telegram: https://t.me/belta_telegramm/ БЕЛТА в Facebook: https://www.facebook.com/beltanews/БЕЛТА в Instagram: https://www.instagram.com/beltanews.official/БЕЛТА в ВК: https://vk.com/beltanewsБЕЛТА в «Одноклассниках»: https://ok.ru/beltanews"
"Kw2_JOBKTw0","Мадумаров менен Ташиев кайым айтыша кетти. Президент Жапаров да жооп берди","2022-11-17T06:45:34Z","UCs_xNajKMU60fbeIhcxStoA","Azattyk","25","22.17.11","азаттык|түз эфир|Кыргызстан|жаңылыктар|Бишкек|azattyk|Акыркы кабарлар|кабарлар|жанылыктар|Azattyk|Азаттык","330642","0","0","3902","https://i.ytimg.com/vi/Kw2_JOBKTw0/default.jpg","False","True","Улуттук коопсуздук мамлекеттик комитетинин төрагасы Камчыбек Ташиев менен депутат Адахан Мадумаров Жогорку Кеңештин 17-ноябрындагы жыйынында кайым айтыша кетти. Президент Садыр Жапаров да депутат Мадумаровдун сөзүнө комментарий берип,  Төрт-Көчө тилкеси боюнча маселеге токтолду. Жогорку Кеңеш 17-ноябрдагы жалпы жыйынында Өзбекстан менен Кыргызстандын чек арасын тактоо жана Кемпир-Абад суу сактагычынын суусун биргелешип башкаруу тууралуу кыргыз-өзбек өкмөттөр аралык макулдашуусу жөнүндө мыйзам долбоорун ратификациядан өткөрүүнү карап жатат._________________________________________Азаттыктын тиркемесин көчүрүп алыңыз. Шилтемеси: IOS  https://apps.apple.com/us/app/id1521472502Android https://play.google.com/store/apps/details?id=org.rferl.kgБиздин сайт -  https://www.azattyk.org/​Instagram - https://www.instagram.com/azattyk.kg/​https://www.instagram.com/azattykmedia/​Фейсбук - https://www.facebook.com/azattyk.org​https://www.facebook.com/azattyk​Ютуб - https://www.youtube.com/channel/UCs_xNajKMU60fbeIhcxStoAТелеграм - https://telegram.me/Azattyk_radiosu​https://t.me/azattykrus"
"gdMo5beMVtE","ПРОЖИЛА 100 ЛЕТ ЗА 24 ЧАСА ЧЕЛЛЕНДЖ ! Риви от РОЖДЕНИЯ до СМЕРТИ","2022-11-16T12:00:34Z","UC2tsySbe9TNrI-xh2lximHA","A4","24","22.17.11","ПРОЖИЛА 100 ЛЕТ ЗА 24 ЧАСА ЧЕЛЛЕНДЖ ! Риви от РОЖДЕНИЯ до СМЕРТИ|Прожила 100 лет за 24 часа|от рождения до смерти риви|100 лет за 1 день|100 лет за 24 часа|риви а4|прожил от 0 до 100 лет|прожил 100 лет|Прожил 100 лет Симулятор жизни|Жизнь за один день|100 лет|от рождения до смерти|А4|стал младенцем|влад а4|влад бумага а4|24 часа челлендж|а4 100 лет|от 0 до 100 лет|от 0 до 100 лет игра|от 0 до 100 лет а4|0 100|100 years life simulator|а4","7051386","0","0","16976","https://i.ytimg.com/vi/gdMo5beMVtE/default.jpg","False","True","Веселые прилипалы возвращаются в Дикси!С 14 ноября по 11 декабря покупай LavaLava и другие товары с специальным ценником в Дикси и собирай прилипал! https://prilipaly.dixy.ru____________В этом ролике мы оказались в игре ПРОЖИЛА 100 ЛЕТ ЗА 24 ЧАСА ЧЕЛЛЕНДЖ ! Риви от РОЖДЕНИЯ до СМЕРТИ ! Этот ролик получился ОЧЕНЬ ИНТЕРЕСНЫМ и СМЕШНЫМ !!! Смотри ДО КОНЦА и поддержи нас ЛАЙКОМ !!!Покупай Мерч А4 на официальном сайте - https://a4shop.ruПОДПИСЫВАЙСЯ ЧТОБЫ УВЕЛИЧИТЬ МОЮ САМООЦЕНКУ !) ● Telegram - https://t.me/A4omg● Instagram - https://www.instagram.com/a4omg● TikTok - https://vm.tiktok.com/ZSeqLCTdk/● VKontakte: https://vk.com/id240651878● Паблик VK : https://vk.com/a4_tv● MediaCube :  https://goo.su/9U8c"
